Date,Product_ID,Product_Name,Sales,Weekday,Month,Year,Day_of_Year
2023-02-28,12,External Hard Drive,42,Tuesday,February,2023,59
2023-03-01,12,External Hard Drive,36,Wednesday,March,2023,60
2023-03-02,12,External Hard Drive,33,Thursday,March,2023,61
2023-03-03,12,External Hard Drive,16,Friday,March,2023,62
2023-03-04,12,External Hard Drive,80,Saturday,March,2023,63
2023-03-05,12,External Hard Drive,22,Sunday,March,2023,64
2023-03-06,12,External Hard Drive,43,Monday,March,2023,65
2023-03-07,12,External Hard Drive,27,Tuesday,March,2023,66
2023-03-08,12,External Hard Drive,55,Wednesday,March,2023,67
2023-03-09,12,External Hard Drive,27,Thursday,March,2023,68
2023-03-10,12,External Hard Drive,23,Friday,March,2023,69
2023-03-11,12,External Hard Drive,23,Saturday,March,2023,70
2023-03-12,12,External Hard Drive,4,Sunday,March,2023,71
2023-03-13,12,External Hard Drive,9,Monday,March,2023,72
2023-03-14,12,External Hard Drive,31,Tuesday,March,2023,73
2023-03-15,12,External Hard Drive,40,Wednesday,March,2023,74
2023-03-16,12,External Hard Drive,27,Thursday,March,2023,75
2023-03-17,12,External Hard Drive,12,Friday,March,2023,76
2023-03-18,12,External Hard Drive,87,Saturday,March,2023,77
2023-03-19,12,External Hard Drive,84,Sunday,March,2023,78
2023-03-20,12,External Hard Drive,91,Monday,March,2023,79
2023-03-21,12,External Hard Drive,46,Tuesday,March,2023,80
2023-03-22,12,External Hard Drive,71,Wednesday,March,2023,81
2023-03-23,12,External Hard Drive,29,Thursday,March,2023,82
2023-03-24,12,External Hard Drive,54,Friday,March,2023,83
2023-03-25,12,External Hard Drive,93,Saturday,March,2023,84
2023-03-26,12,External Hard Drive,18,Sunday,March,2023,85
2023-03-27,12,External Hard Drive,38,Monday,March,2023,86
2023-03-28,12,External Hard Drive,33,Tuesday,March,2023,87
2023-03-29,12,External Hard Drive,47,Wednesday,March,2023,88
2023-03-30,12,External Hard Drive,43,Thursday,March,2023,89
2023-03-31,12,External Hard Drive,14,Friday,March,2023,90
2023-04-01,12,External Hard Drive,40,Saturday,April,2023,91
2023-04-02,12,External Hard Drive,23,Sunday,April,2023,92
2023-04-03,12,External Hard Drive,17,Monday,April,2023,93
2023-04-04,12,External Hard Drive,35,Tuesday,April,2023,94
2023-04-05,12,External Hard Drive,65,Wednesday,April,2023,95
2023-04-06,12,External Hard Drive,49,Thursday,April,2023,96
2023-04-07,12,External Hard Drive,83,Friday,April,2023,97
2023-04-08,12,External Hard Drive,78,Saturday,April,2023,98
2023-04-09,12,External Hard Drive,45,Sunday,April,2023,99
2023-04-10,12,External Hard Drive,25,Monday,April,2023,100
2023-04-11,12,External Hard Drive,60,Tuesday,April,2023,101
2023-04-12,12,External Hard Drive,58,Wednesday,April,2023,102
2023-04-13,12,External Hard Drive,73,Thursday,April,2023,103
2023-04-14,12,External Hard Drive,3,Friday,April,2023,104
2023-04-15,12,External Hard Drive,2,Saturday,April,2023,105
2023-04-16,12,External Hard Drive,13,Sunday,April,2023,106
2023-04-17,12,External Hard Drive,83,Monday,April,2023,107
2023-04-18,12,External Hard Drive,93,Tuesday,April,2023,108
2023-04-19,12,External Hard Drive,30,Wednesday,April,2023,109
2023-04-20,12,External Hard Drive,80,Thursday,April,2023,110
2023-04-21,12,External Hard Drive,31,Friday,April,2023,111
2023-04-22,12,External Hard Drive,17,Saturday,April,2023,112
2023-04-23,12,External Hard Drive,16,Sunday,April,2023,113
2023-04-24,12,External Hard Drive,40,Monday,April,2023,114
2023-04-25,12,External Hard Drive,43,Tuesday,April,2023,115
2023-04-26,12,External Hard Drive,81,Wednesday,April,2023,116
2023-04-27,12,External Hard Drive,22,Thursday,April,2023,117
2023-04-28,12,External Hard Drive,1,Friday,April,2023,118
2023-04-29,12,External Hard Drive,41,Saturday,April,2023,119
2023-04-30,12,External Hard Drive,62,Sunday,April,2023,120
2023-05-01,12,External Hard Drive,88,Monday,May,2023,121
2023-05-02,12,External Hard Drive,68,Tuesday,May,2023,122
2023-05-03,12,External Hard Drive,67,Wednesday,May,2023,123
2023-05-04,12,External Hard Drive,45,Thursday,May,2023,124
2023-05-05,12,External Hard Drive,96,Friday,May,2023,125
2023-05-06,12,External Hard Drive,3,Saturday,May,2023,126
2023-05-07,12,External Hard Drive,36,Sunday,May,2023,127
2023-05-08,12,External Hard Drive,12,Monday,May,2023,128
2023-05-09,12,External Hard Drive,1,Tuesday,May,2023,129
2023-05-10,12,External Hard Drive,14,Wednesday,May,2023,130
2023-05-11,12,External Hard Drive,24,Thursday,May,2023,131
2023-05-12,12,External Hard Drive,90,Friday,May,2023,132
2023-05-13,12,External Hard Drive,92,Saturday,May,2023,133
2023-05-14,12,External Hard Drive,71,Sunday,May,2023,134
2023-05-15,12,External Hard Drive,55,Monday,May,2023,135
2023-05-16,12,External Hard Drive,53,Tuesday,May,2023,136
2023-05-17,12,External Hard Drive,13,Wednesday,May,2023,137
2023-05-18,12,External Hard Drive,77,Thursday,May,2023,138
2023-05-19,12,External Hard Drive,16,Friday,May,2023,139
2023-05-20,12,External Hard Drive,92,Saturday,May,2023,140
2023-05-21,12,External Hard Drive,25,Sunday,May,2023,141
2023-05-22,12,External Hard Drive,96,Monday,May,2023,142
2023-05-23,12,External Hard Drive,96,Tuesday,May,2023,143
2023-05-24,12,External Hard Drive,10,Wednesday,May,2023,144
2023-05-25,12,External Hard Drive,79,Thursday,May,2023,145
2023-05-26,12,External Hard Drive,48,Friday,May,2023,146
2023-05-27,12,External Hard Drive,80,Saturday,May,2023,147
2023-05-28,12,External Hard Drive,4,Sunday,May,2023,148
2023-05-29,12,External Hard Drive,48,Monday,May,2023,149
2023-05-30,12,External Hard Drive,38,Tuesday,May,2023,150
2023-05-31,12,External Hard Drive,63,Wednesday,May,2023,151
2023-06-01,12,External Hard Drive,41,Thursday,June,2023,152
2023-06-02,12,External Hard Drive,33,Friday,June,2023,153
2023-06-03,12,External Hard Drive,51,Saturday,June,2023,154
2023-06-04,12,External Hard Drive,79,Sunday,June,2023,155
2023-06-05,12,External Hard Drive,25,Monday,June,2023,156
2023-06-06,12,External Hard Drive,61,Tuesday,June,2023,157
2023-06-07,12,External Hard Drive,64,Wednesday,June,2023,158
2023-06-08,12,External Hard Drive,2,Thursday,June,2023,159
2023-06-09,12,External Hard Drive,94,Friday,June,2023,160
2023-06-10,12,External Hard Drive,3,Saturday,June,2023,161
2023-06-11,12,External Hard Drive,18,Sunday,June,2023,162
2023-06-12,12,External Hard Drive,74,Monday,June,2023,163
2023-06-13,12,External Hard Drive,34,Tuesday,June,2023,164
2023-06-14,12,External Hard Drive,8,Wednesday,June,2023,165
2023-06-15,12,External Hard Drive,28,Thursday,June,2023,166
2023-06-16,12,External Hard Drive,1,Friday,June,2023,167
2023-06-17,12,External Hard Drive,6,Saturday,June,2023,168
2023-06-18,12,External Hard Drive,76,Sunday,June,2023,169
2023-06-19,12,External Hard Drive,49,Monday,June,2023,170
2023-06-20,12,External Hard Drive,56,Tuesday,June,2023,171
2023-06-21,12,External Hard Drive,57,Wednesday,June,2023,172
2023-06-22,12,External Hard Drive,74,Thursday,June,2023,173
2023-06-23,12,External Hard Drive,69,Friday,June,2023,174
2023-06-24,12,External Hard Drive,44,Saturday,June,2023,175
2023-06-25,12,External Hard Drive,60,Sunday,June,2023,176
2023-06-26,12,External Hard Drive,83,Monday,June,2023,177
2023-06-27,12,External Hard Drive,64,Tuesday,June,2023,178
2023-06-28,12,External Hard Drive,88,Wednesday,June,2023,179
2023-06-29,12,External Hard Drive,10,Thursday,June,2023,180
2023-06-30,12,External Hard Drive,6,Friday,June,2023,181
2023-07-01,12,External Hard Drive,56,Saturday,July,2023,182
2023-07-02,12,External Hard Drive,60,Sunday,July,2023,183
2023-07-03,12,External Hard Drive,56,Monday,July,2023,184
2023-07-04,12,External Hard Drive,35,Tuesday,July,2023,185
2023-07-05,12,External Hard Drive,80,Wednesday,July,2023,186
2023-07-06,12,External Hard Drive,50,Thursday,July,2023,187
2023-07-07,12,External Hard Drive,36,Friday,July,2023,188
2023-07-08,12,External Hard Drive,32,Saturday,July,2023,189
2023-07-09,12,External Hard Drive,77,Sunday,July,2023,190
2023-07-10,12,External Hard Drive,50,Monday,July,2023,191
2023-07-11,12,External Hard Drive,16,Tuesday,July,2023,192
2023-07-12,12,External Hard Drive,84,Wednesday,July,2023,193
2023-07-13,12,External Hard Drive,98,Thursday,July,2023,194
2023-07-14,12,External Hard Drive,2,Friday,July,2023,195
2023-07-15,12,External Hard Drive,33,Saturday,July,2023,196
2023-07-16,12,External Hard Drive,43,Sunday,July,2023,197
2023-07-17,12,External Hard Drive,3,Monday,July,2023,198
2023-07-18,12,External Hard Drive,84,Tuesday,July,2023,199
2023-07-19,12,External Hard Drive,34,Wednesday,July,2023,200
2023-07-20,12,External Hard Drive,73,Thursday,July,2023,201
2023-07-21,12,External Hard Drive,26,Friday,July,2023,202
2023-07-22,12,External Hard Drive,21,Saturday,July,2023,203
2023-07-23,12,External Hard Drive,57,Sunday,July,2023,204
2023-07-24,12,External Hard Drive,98,Monday,July,2023,205
2023-07-25,12,External Hard Drive,36,Tuesday,July,2023,206
2023-07-26,12,External Hard Drive,44,Wednesday,July,2023,207
2023-07-27,12,External Hard Drive,4,Thursday,July,2023,208
2023-07-28,12,External Hard Drive,93,Friday,July,2023,209
2023-07-29,12,External Hard Drive,6,Saturday,July,2023,210
2023-07-30,12,External Hard Drive,91,Sunday,July,2023,211
2023-07-31,12,External Hard Drive,84,Monday,July,2023,212
2023-08-01,12,External Hard Drive,100,Tuesday,August,2023,213
2023-08-02,12,External Hard Drive,90,Wednesday,August,2023,214
2023-08-03,12,External Hard Drive,5,Thursday,August,2023,215
2023-08-04,12,External Hard Drive,91,Friday,August,2023,216
2023-08-05,12,External Hard Drive,71,Saturday,August,2023,217
2023-08-06,12,External Hard Drive,65,Sunday,August,2023,218
2023-08-07,12,External Hard Drive,45,Monday,August,2023,219
2023-08-08,12,External Hard Drive,51,Tuesday,August,2023,220
2023-08-09,12,External Hard Drive,98,Wednesday,August,2023,221
2023-08-10,12,External Hard Drive,78,Thursday,August,2023,222
2023-08-11,12,External Hard Drive,75,Friday,August,2023,223
2023-08-12,12,External Hard Drive,47,Saturday,August,2023,224
2023-08-13,12,External Hard Drive,3,Sunday,August,2023,225
2023-08-14,12,External Hard Drive,48,Monday,August,2023,226
2023-08-15,12,External Hard Drive,90,Tuesday,August,2023,227
2023-08-16,12,External Hard Drive,32,Wednesday,August,2023,228
2023-08-17,12,External Hard Drive,46,Thursday,August,2023,229
2023-08-18,12,External Hard Drive,6,Friday,August,2023,230
2023-08-19,12,External Hard Drive,41,Saturday,August,2023,231
2023-08-20,12,External Hard Drive,100,Sunday,August,2023,232
2023-08-21,12,External Hard Drive,77,Monday,August,2023,233
2023-08-22,12,External Hard Drive,75,Tuesday,August,2023,234
2023-08-23,12,External Hard Drive,30,Wednesday,August,2023,235
2023-08-24,12,External Hard Drive,38,Thursday,August,2023,236
2023-08-25,12,External Hard Drive,33,Friday,August,2023,237
2023-08-26,12,External Hard Drive,84,Saturday,August,2023,238
2023-08-27,12,External Hard Drive,89,Sunday,August,2023,239
2023-08-28,12,External Hard Drive,29,Monday,August,2023,240
2023-08-29,12,External Hard Drive,60,Tuesday,August,2023,241
2023-08-30,12,External Hard Drive,68,Wednesday,August,2023,242
2023-08-31,12,External Hard Drive,65,Thursday,August,2023,243
2023-09-01,12,External Hard Drive,39,Friday,September,2023,244
2023-09-02,12,External Hard Drive,71,Saturday,September,2023,245
2023-09-03,12,External Hard Drive,77,Sunday,September,2023,246
2023-09-04,12,External Hard Drive,69,Monday,September,2023,247
2023-09-05,12,External Hard Drive,81,Tuesday,September,2023,248
2023-09-06,12,External Hard Drive,60,Wednesday,September,2023,249
2023-09-07,12,External Hard Drive,57,Thursday,September,2023,250
2023-09-08,12,External Hard Drive,20,Friday,September,2023,251
2023-09-09,12,External Hard Drive,63,Saturday,September,2023,252
2023-09-10,12,External Hard Drive,17,Sunday,September,2023,253
2023-09-11,12,External Hard Drive,38,Monday,September,2023,254
2023-09-12,12,External Hard Drive,73,Tuesday,September,2023,255
2023-09-13,12,External Hard Drive,70,Wednesday,September,2023,256
2023-09-14,12,External Hard Drive,15,Thursday,September,2023,257
2023-09-15,12,External Hard Drive,88,Friday,September,2023,258
2023-09-16,12,External Hard Drive,36,Saturday,September,2023,259
2023-09-17,12,External Hard Drive,40,Sunday,September,2023,260
2023-09-18,12,External Hard Drive,41,Monday,September,2023,261
2023-09-19,12,External Hard Drive,62,Tuesday,September,2023,262
2023-09-20,12,External Hard Drive,75,Wednesday,September,2023,263
2023-09-21,12,External Hard Drive,43,Thursday,September,2023,264
2023-09-22,12,External Hard Drive,27,Friday,September,2023,265
2023-09-23,12,External Hard Drive,22,Saturday,September,2023,266
2023-09-24,12,External Hard Drive,82,Sunday,September,2023,267
2023-09-25,12,External Hard Drive,27,Monday,September,2023,268
2023-09-26,12,External Hard Drive,77,Tuesday,September,2023,269
2023-09-27,12,External Hard Drive,48,Wednesday,September,2023,270
2023-09-28,12,External Hard Drive,57,Thursday,September,2023,271
2023-09-29,12,External Hard Drive,58,Friday,September,2023,272
2023-09-30,12,External Hard Drive,19,Saturday,September,2023,273
2023-10-01,12,External Hard Drive,32,Sunday,October,2023,274
2023-10-02,12,External Hard Drive,33,Monday,October,2023,275
2023-10-03,12,External Hard Drive,87,Tuesday,October,2023,276
2023-10-04,12,External Hard Drive,15,Wednesday,October,2023,277
2023-10-05,12,External Hard Drive,4,Thursday,October,2023,278
2023-10-06,12,External Hard Drive,88,Friday,October,2023,279
2023-10-07,12,External Hard Drive,33,Saturday,October,2023,280
2023-10-08,12,External Hard Drive,2,Sunday,October,2023,281
2023-10-09,12,External Hard Drive,15,Monday,October,2023,282
2023-10-10,12,External Hard Drive,35,Tuesday,October,2023,283
2023-10-11,12,External Hard Drive,12,Wednesday,October,2023,284
2023-10-12,12,External Hard Drive,26,Thursday,October,2023,285
2023-10-13,12,External Hard Drive,88,Friday,October,2023,286
2023-10-14,12,External Hard Drive,31,Saturday,October,2023,287
2023-10-15,12,External Hard Drive,64,Sunday,October,2023,288
2023-10-16,12,External Hard Drive,8,Monday,October,2023,289
2023-10-17,12,External Hard Drive,59,Tuesday,October,2023,290
2023-10-18,12,External Hard Drive,71,Wednesday,October,2023,291
2023-10-19,12,External Hard Drive,64,Thursday,October,2023,292
2023-10-20,12,External Hard Drive,24,Friday,October,2023,293
2023-10-21,12,External Hard Drive,36,Saturday,October,2023,294
2023-10-22,12,External Hard Drive,19,Sunday,October,2023,295
2023-10-23,12,External Hard Drive,55,Monday,October,2023,296
2023-10-24,12,External Hard Drive,46,Tuesday,October,2023,297
2023-10-25,12,External Hard Drive,74,Wednesday,October,2023,298
2023-10-26,12,External Hard Drive,54,Thursday,October,2023,299
2023-10-27,12,External Hard Drive,64,Friday,October,2023,300
2023-10-28,12,External Hard Drive,24,Saturday,October,2023,301
2023-10-29,12,External Hard Drive,82,Sunday,October,2023,302
2023-10-30,12,External Hard Drive,63,Monday,October,2023,303
2023-10-31,12,External Hard Drive,11,Tuesday,October,2023,304
2023-11-01,12,External Hard Drive,48,Wednesday,November,2023,305
2023-11-02,12,External Hard Drive,24,Thursday,November,2023,306
2023-11-03,12,External Hard Drive,58,Friday,November,2023,307
2023-11-04,12,External Hard Drive,25,Saturday,November,2023,308
2023-11-05,12,External Hard Drive,81,Sunday,November,2023,309
2023-11-06,12,External Hard Drive,74,Monday,November,2023,310
2023-11-07,12,External Hard Drive,94,Tuesday,November,2023,311
2023-11-08,12,External Hard Drive,95,Wednesday,November,2023,312
2023-11-09,12,External Hard Drive,5,Thursday,November,2023,313
2023-11-10,12,External Hard Drive,1,Friday,November,2023,314
2023-11-11,12,External Hard Drive,16,Saturday,November,2023,315
2023-11-12,12,External Hard Drive,33,Sunday,November,2023,316
2023-11-13,12,External Hard Drive,57,Monday,November,2023,317
2023-11-14,12,External Hard Drive,95,Tuesday,November,2023,318
2023-11-15,12,External Hard Drive,28,Wednesday,November,2023,319
2023-11-16,12,External Hard Drive,90,Thursday,November,2023,320
2023-11-17,12,External Hard Drive,17,Friday,November,2023,321
2023-11-18,12,External Hard Drive,99,Saturday,November,2023,322
2023-11-19,12,External Hard Drive,62,Sunday,November,2023,323
2023-11-20,12,External Hard Drive,59,Monday,November,2023,324
2023-11-21,12,External Hard Drive,50,Tuesday,November,2023,325
2023-11-22,12,External Hard Drive,42,Wednesday,November,2023,326
2023-11-23,12,External Hard Drive,71,Thursday,November,2023,327
2023-11-24,12,External Hard Drive,37,Friday,November,2023,328
2023-11-25,12,External Hard Drive,57,Saturday,November,2023,329
2023-11-26,12,External Hard Drive,44,Sunday,November,2023,330
2023-11-27,12,External Hard Drive,30,Monday,November,2023,331
2023-11-28,12,External Hard Drive,81,Tuesday,November,2023,332
2023-11-29,12,External Hard Drive,74,Wednesday,November,2023,333
2023-11-30,12,External Hard Drive,55,Thursday,November,2023,334
2023-12-01,12,External Hard Drive,19,Friday,December,2023,335
2023-12-02,12,External Hard Drive,19,Saturday,December,2023,336
2023-12-03,12,External Hard Drive,51,Sunday,December,2023,337
2023-12-04,12,External Hard Drive,33,Monday,December,2023,338
2023-12-05,12,External Hard Drive,41,Tuesday,December,2023,339
2023-12-06,12,External Hard Drive,57,Wednesday,December,2023,340
2023-12-07,12,External Hard Drive,28,Thursday,December,2023,341
2023-12-08,12,External Hard Drive,78,Friday,December,2023,342
2023-12-09,12,External Hard Drive,19,Saturday,December,2023,343
2023-12-10,12,External Hard Drive,2,Sunday,December,2023,344
2023-12-11,12,External Hard Drive,46,Monday,December,2023,345
2023-12-12,12,External Hard Drive,98,Tuesday,December,2023,346
2023-12-13,12,External Hard Drive,48,Wednesday,December,2023,347
2023-12-14,12,External Hard Drive,89,Thursday,December,2023,348
2023-12-15,12,External Hard Drive,79,Friday,December,2023,349
2023-12-16,12,External Hard Drive,82,Saturday,December,2023,350
2023-12-17,12,External Hard Drive,6,Sunday,December,2023,351
2023-12-18,12,External Hard Drive,67,Monday,December,2023,352
2023-12-19,12,External Hard Drive,25,Tuesday,December,2023,353
2023-12-20,12,External Hard Drive,87,Wednesday,December,2023,354
2023-12-21,12,External Hard Drive,59,Thursday,December,2023,355
2023-12-22,12,External Hard Drive,99,Friday,December,2023,356
2023-12-23,12,External Hard Drive,100,Saturday,December,2023,357
2023-12-24,12,External Hard Drive,61,Sunday,December,2023,358
2023-12-25,12,External Hard Drive,26,Monday,December,2023,359
2023-12-26,12,External Hard Drive,18,Tuesday,December,2023,360
2023-12-27,12,External Hard Drive,9,Wednesday,December,2023,361
2023-12-28,12,External Hard Drive,100,Thursday,December,2023,362
2023-12-29,12,External Hard Drive,96,Friday,December,2023,363
2023-12-30,12,External Hard Drive,16,Saturday,December,2023,364
2023-12-31,12,External Hard Drive,100,Sunday,December,2023,365
2023-01-01,13,Speakers,89,Sunday,January,2023,1
2023-01-02,13,Speakers,51,Monday,January,2023,2
2023-01-03,13,Speakers,84,Tuesday,January,2023,3
2023-01-04,13,Speakers,32,Wednesday,January,2023,4
2023-01-05,13,Speakers,81,Thursday,January,2023,5
2023-01-06,13,Speakers,46,Friday,January,2023,6
2023-01-07,13,Speakers,77,Saturday,January,2023,7
2023-01-08,13,Speakers,42,Sunday,January,2023,8
2023-01-09,13,Speakers,34,Monday,January,2023,9
2023-01-10,13,Speakers,19,Tuesday,January,2023,10
2023-01-11,13,Speakers,69,Wednesday,January,2023,11
2023-01-12,13,Speakers,100,Thursday,January,2023,12
2023-01-13,13,Speakers,55,Friday,January,2023,13
2023-01-14,13,Speakers,97,Saturday,January,2023,14
2023-01-15,13,Speakers,28,Sunday,January,2023,15
2023-01-16,13,Speakers,61,Monday,January,2023,16
2023-01-17,13,Speakers,33,Tuesday,January,2023,17
2023-01-18,13,Speakers,60,Wednesday,January,2023,18
2023-01-19,13,Speakers,90,Thursday,January,2023,19
2023-01-20,13,Speakers,48,Friday,January,2023,20
2023-01-21,13,Speakers,18,Saturday,January,2023,21
2023-01-22,13,Speakers,20,Sunday,January,2023,22
2023-01-23,13,Speakers,19,Monday,January,2023,23
2023-01-24,13,Speakers,31,Tuesday,January,2023,24
2023-01-25,13,Speakers,63,Wednesday,January,2023,25
2023-01-26,13,Speakers,68,Thursday,January,2023,26
2023-01-27,13,Speakers,1,Friday,January,2023,27
2023-01-28,13,Speakers,62,Saturday,January,2023,28
2023-01-29,13,Speakers,34,Sunday,January,2023,29
2023-01-30,13,Speakers,89,Monday,January,2023,30
2023-01-31,13,Speakers,71,Tuesday,January,2023,31
2023-02-01,13,Speakers,66,Wednesday,February,2023,32
2023-02-02,13,Speakers,12,Thursday,February,2023,33
2023-02-03,13,Speakers,14,Friday,February,2023,34
2023-02-04,13,Speakers,24,Saturday,February,2023,35
2023-02-05,13,Speakers,64,Sunday,February,2023,36
2023-02-06,13,Speakers,50,Monday,February,2023,37
2023-02-07,13,Speakers,95,Tuesday,February,2023,38
2023-02-08,13,Speakers,35,Wednesday,February,2023,39
2023-02-09,13,Speakers,66,Thursday,February,2023,40
2023-02-10,13,Speakers,75,Friday,February,2023,41
2023-02-11,13,Speakers,83,Saturday,February,2023,42
2023-02-12,13,Speakers,76,Sunday,February,2023,43
2023-02-13,13,Speakers,92,Monday,February,2023,44
2023-02-14,13,Speakers,99,Tuesday,February,2023,45
2023-02-15,13,Speakers,23,Wednesday,February,2023,46
2023-02-16,13,Speakers,80,Thursday,February,2023,47
2023-02-17,13,Speakers,98,Friday,February,2023,48
2023-02-18,13,Speakers,87,Saturday,February,2023,49
2023-02-19,13,Speakers,8,Sunday,February,2023,50
2023-02-20,13,Speakers,73,Monday,February,2023,51
2023-02-21,13,Speakers,13,Tuesday,February,2023,52
2023-02-22,13,Speakers,51,Wednesday,February,2023,53
2023-02-23,13,Speakers,21,Thursday,February,2023,54
2023-02-24,13,Speakers,85,Friday,February,2023,55
2023-02-25,13,Speakers,88,Saturday,February,2023,56
2023-02-26,13,Speakers,15,Sunday,February,2023,57
2023-02-27,13,Speakers,53,Monday,February,2023,58
2023-02-28,13,Speakers,22,Tuesday,February,2023,59
2023-03-01,13,Speakers,57,Wednesday,March,2023,60
2023-03-02,13,Speakers,14,Thursday,March,2023,61
2023-03-03,13,Speakers,93,Friday,March,2023,62
2023-03-04,13,Speakers,79,Saturday,March,2023,63
2023-03-05,13,Speakers,40,Sunday,March,2023,64
2023-03-06,13,Speakers,47,Monday,March,2023,65
2023-03-07,13,Speakers,85,Tuesday,March,2023,66
2023-03-08,13,Speakers,19,Wednesday,March,2023,67
2023-03-09,13,Speakers,55,Thursday,March,2023,68
2023-03-10,13,Speakers,17,Friday,March,2023,69
2023-03-11,13,Speakers,72,Saturday,March,2023,70
2023-03-12,13,Speakers,96,Sunday,March,2023,71
2023-03-13,13,Speakers,92,Monday,March,2023,72
2023-03-14,13,Speakers,6,Tuesday,March,2023,73
2023-03-15,13,Speakers,20,Wednesday,March,2023,74
2023-03-16,13,Speakers,29,Thursday,March,2023,75
2023-03-17,13,Speakers,57,Friday,March,2023,76
2023-03-18,13,Speakers,7,Saturday,March,2023,77
2023-03-19,13,Speakers,59,Sunday,March,2023,78
2023-03-20,13,Speakers,91,Monday,March,2023,79
2023-03-21,13,Speakers,36,Tuesday,March,2023,80
2023-03-22,13,Speakers,85,Wednesday,March,2023,81
2023-03-23,13,Speakers,52,Thursday,March,2023,82
2023-03-24,13,Speakers,27,Friday,March,2023,83
2023-03-25,13,Speakers,60,Saturday,March,2023,84
2023-03-26,13,Speakers,36,Sunday,March,2023,85
2023-03-27,13,Speakers,90,Monday,March,2023,86
2023-03-28,13,Speakers,81,Tuesday,March,2023,87
2023-03-29,13,Speakers,16,Wednesday,March,2023,88
2023-03-30,13,Speakers,72,Thursday,March,2023,89
2023-03-31,13,Speakers,54,Friday,March,2023,90
2023-04-01,13,Speakers,96,Saturday,April,2023,91
2023-04-02,13,Speakers,31,Sunday,April,2023,92
2023-04-03,13,Speakers,73,Monday,April,2023,93
2023-04-04,13,Speakers,91,Tuesday,April,2023,94
2023-04-05,13,Speakers,91,Wednesday,April,2023,95
2023-04-06,13,Speakers,30,Thursday,April,2023,96
2023-04-07,13,Speakers,24,Friday,April,2023,97
2023-04-08,13,Speakers,74,Saturday,April,2023,98
2023-04-09,13,Speakers,53,Sunday,April,2023,99
2023-04-10,13,Speakers,24,Monday,April,2023,100
2023-04-11,13,Speakers,75,Tuesday,April,2023,101
2023-04-12,13,Speakers,30,Wednesday,April,2023,102
2023-04-13,13,Speakers,13,Thursday,April,2023,103
2023-04-14,13,Speakers,68,Friday,April,2023,104
2023-04-15,13,Speakers,39,Saturday,April,2023,105
2023-04-16,13,Speakers,69,Sunday,April,2023,106
2023-04-17,13,Speakers,25,Monday,April,2023,107
2023-04-18,13,Speakers,54,Tuesday,April,2023,108
2023-04-19,13,Speakers,55,Wednesday,April,2023,109
2023-04-20,13,Speakers,47,Thursday,April,2023,110
2023-04-21,13,Speakers,94,Friday,April,2023,111
2023-04-22,13,Speakers,89,Saturday,April,2023,112
2023-04-23,13,Speakers,44,Sunday,April,2023,113
2023-04-24,13,Speakers,91,Monday,April,2023,114
2023-04-25,13,Speakers,100,Tuesday,April,2023,115
2023-04-26,13,Speakers,7,Wednesday,April,2023,116
2023-04-27,13,Speakers,97,Thursday,April,2023,117
2023-04-28,13,Speakers,31,Friday,April,2023,118
2023-04-29,13,Speakers,25,Saturday,April,2023,119
2023-04-30,13,Speakers,11,Sunday,April,2023,120
2023-05-01,13,Speakers,55,Monday,May,2023,121
2023-05-02,13,Speakers,96,Tuesday,May,2023,122
2023-05-03,13,Speakers,79,Wednesday,May,2023,123
2023-05-04,13,Speakers,40,Thursday,May,2023,124
2023-05-05,13,Speakers,5,Friday,May,2023,125
2023-05-06,13,Speakers,83,Saturday,May,2023,126
2023-05-07,13,Speakers,41,Sunday,May,2023,127
2023-05-08,13,Speakers,12,Monday,May,2023,128
2023-05-09,13,Speakers,70,Tuesday,May,2023,129
2023-05-10,13,Speakers,23,Wednesday,May,2023,130
2023-05-11,13,Speakers,67,Thursday,May,2023,131
2023-05-12,13,Speakers,77,Friday,May,2023,132
2023-05-13,13,Speakers,83,Saturday,May,2023,133
2023-05-14,13,Speakers,30,Sunday,May,2023,134
2023-05-15,13,Speakers,13,Monday,May,2023,135
2023-05-16,13,Speakers,28,Tuesday,May,2023,136
2023-05-17,13,Speakers,73,Wednesday,May,2023,137
2023-05-18,13,Speakers,57,Thursday,May,2023,138
2023-05-19,13,Speakers,34,Friday,May,2023,139
2023-05-20,13,Speakers,60,Saturday,May,2023,140
2023-05-21,13,Speakers,43,Sunday,May,2023,141
2023-05-22,13,Speakers,81,Monday,May,2023,142
2023-05-23,13,Speakers,34,Tuesday,May,2023,143
2023-05-24,13,Speakers,39,Wednesday,May,2023,144
2023-05-25,13,Speakers,36,Thursday,May,2023,145
2023-05-26,13,Speakers,64,Friday,May,2023,146
2023-05-27,13,Speakers,46,Saturday,May,2023,147
2023-05-28,13,Speakers,33,Sunday,May,2023,148
2023-05-29,13,Speakers,34,Monday,May,2023,149
2023-05-30,13,Speakers,59,Tuesday,May,2023,150
2023-05-31,13,Speakers,29,Wednesday,May,2023,151
2023-06-01,13,Speakers,56,Thursday,June,2023,152
2023-06-02,13,Speakers,60,Friday,June,2023,153
2023-06-03,13,Speakers,66,Saturday,June,2023,154
2023-06-04,13,Speakers,98,Sunday,June,2023,155
2023-06-05,13,Speakers,82,Monday,June,2023,156
2023-06-06,13,Speakers,84,Tuesday,June,2023,157
2023-06-07,13,Speakers,59,Wednesday,June,2023,158
